date,state,confirmed,new conf,% of infected,recovered,new rec,% of rec,dead,new dead,% of dead,other,tested,% of tested,first dose,second dose,% of first dose,% of second dose
8/22/2021,Maharashtra,6424651,4141,5.15208580593424,6231999,4780,97.0013624086351,135962,145,2.11625503081802,3508,52292131,41.9343472333601,39069171,14040408,31.3305300721732,11.2593488372093
8/23/2021,Maharashtra,6428294,3643,5.15500721732157,6238794,6795,97.0520950037444,136067,105,2.11668912467289,3509,52445689,42.0574891740176,39635783,14269913,31.7849101844427,11.4433945469126
8/24/2021,Maharashtra,6432649,4355,5.15849959903769,6243034,4240,97.0523030247725,136355,288,2.11973325452702,3508,52632810,42.2075461106656,40004541,14456478,32.0806263031275,11.5930056134723
8/25/2021,Maharashtra,6437680,5031,5.16253408179631,6247414,4380,97.0444942898684,136571,216,2.12143194442719,3512,52840805,42.3743424218124,40270837,14594471,32.2941756214916,11.7036655974338
8/26/2021,Maharashtra,6442788,5108,5.1666303127506,6252150,4736,97.0410635892412,136730,159,2.12221789697255,3515,53048070,42.5405533279872,40573317,14758347,32.5367417802727,11.8350817963111
8/27/2021,Maharashtra,6447442,4654,5.17036246992783,6255451,3301,97.0222143913819,136900,170,2.12332270689678,3517,53256024,42.7073167602245,41236695,15095680,33.0687209302326,12.1055974338412
8/28/2021,Maharashtra,6452273,4831,5.17423656776263,6259906,4455,97.0186165402487,137026,126,2.12368571509606,3520,53456403,42.8680056134723,41236695,15095680,33.0687209302326,12.1055974338412
8/29/2021,Maharashtra,6456939,4666,5.17797834803528,6263416,3510,97.0028677675289,137157,131,2.12417989390948,3522,53659613,43.0309647153168,41731841,15434981,33.4657906976744,12.3776912590217
8/30/2021,Maharashtra,6460680,3741,5.18097834803529,6268112,4696,97.0193849563823,137209,52,2.12375477503916,3525,53812827,43.1538307939054,42437256,15768004,34.0314803528468,12.6447506014435
8/31/2021,Maharashtra,6464876,4196,5.18434322373697,6272800,4688,97.0289298665589,137313,104,2.12398505400568,3525,53976886,43.285393744988,43068668,15997164,34.537825180433,12.8285196471532
9/1/2021,Maharashtra,6469332,4456,5.18791659983962,6277230,4430,97.0305744086097,137496,183,2.12535080901707,3528,54154890,43.4281395348837,43791110,16282390,35.1171692060946,13.0572493985565
9/2/2021,Maharashtra,6473674,4342,5.19139855653569,6281985,4755,97.0389457362234,137551,55,2.12477489598642,3531,54327469,43.5665348837209,44280493,16498057,35.5096174819567,13.2301980753809
9/3/2021,Maharashtra,6477987,4313,5.1948572574178,6286345,4360,97.0416427201845,137643,92,2.12478042947601,3533,54487950,43.6952285485164,44771037,16745100,35.9029967923015,13.4283079390537
9/4/2021,Maharashtra,6482117,4130,5.19816920609463,6288851,2506,97.0184740571637,137707,64,2.12441398388829,3534,54660825,43.8338612670409,45566284,17190818,36.5407249398556,13.7857401764234
9/5/2021,Maharashtra,6486174,4057,5.20142261427426,6294767,5916,97.0489999189044,137774,67,2.12411816272582,3538,54854018,43.9887874899759,45687825,17263513,36.638191659984,13.8440360866079
9/6/2021,Maharashtra,6489800,3626,5.20433039294306,6300755,5988,97.0870442848778,137811,37,2.12350149465315,3539,54999475,44.1054330392943,46034724,17455640,36.9163785084202,13.998107457899
9/7/2021,Maharashtra,6493698,3898,5.20745629510826,6304336,3581,97.0839112012908,137897,86,2.12355117222883,3539,55159364,44.2336519647153,46432785,17645799,37.2355934242181,14.1506006415397
9/8/2021,Maharashtra,6497872,4174,5.21080352846832,6308491,4155,97.0854919887619,137962,65,2.1231874065848,3539,55338772,44.3775236567763,47595826,17986150,38.1682646351243,14.4235364875702
9/9/2021,Maharashtra,6487025,0,5.2021050521251,6295236,0,97.0434983678959,138017,55,2.12758544941633,3543,55519679,44.5225974338412,48333216,18262678,38.759595829992,14.6452910986367
9/10/2021,Maharashtra,6491179,4154,5.20543624699278,6299760,4524,97.0510904105402,138061,44,2.12690175390326,3546,55702628,44.6693087409784,48415321,18301192,38.825437850842,14.6761764234162
9/11/2021,Maharashtra,6494254,3075,5.20790216519647,6302816,3056,97.0521941396194,138096,35,2.12643361346815,3546,55836107,44.7763488372093,49125208,18564838,39.394713712911,14.8876006415397
9/12/2021,Maharashtra,6497877,3623,5.21080753809142,6305788,2972,97.0438190812168,138142,46,2.12595590836823,3547,55979898,44.8916583801123,49257090,18634318,39.5004731355253,14.9433183640738
9/13/2021,Maharashtra,6500617,2740,5.21300481154771,6309021,3233,97.0526490023947,138169,27,2.1254751664342,3547,56088114,44.9784394546913,49580776,18790591,39.7600449077787,15.0686375300722
9/14/2021,Maharashtra,6504147,3530,5.21583560545309,6312706,3685,97.0566317151196,138221,52,2.12512109581779,3549,56225304,45.0884554931836,49917440,18982391,40.0300240577386,15.2224466720128
9/15/2021,Maharashtra,6507930,3783,5.21886928628709,6317070,4364,97.0672702380019,138277,56,2.12474627108773,3549,56361089,45.1973448275862,50629841,19349683,40.6013159582999,15.5169871692061
9/16/2021,Maharashtra,6511525,3595,5.2217522052927,6320310,3240,97.0634375203965,138322,45,2.12426428524808,3551,56529882,45.3327040898156,51030168,19622589,40.9223480352847,15.7358372093023
9/17/2021,Maharashtra,6515111,3586,5.22462790697674,6324720,4410,97.0777013622638,138389,67,2.12412344164205,3551,56709128,45.4764458700882,51866440,20071190,41.5929751403368,16.0955813953488
9/18/2021,Maharashtra,6518502,3391,5.22734723336006,6328561,3841,97.0861250023395,138469,80,2.12424572394087,3553,56874491,45.6090545308741,52683079,20613097,42.2478580593424,16.5301499599038
9/19/2021,Maharashtra,6521915,3413,5.230084202085,6336887,8326,97.162980504959,138518,49,2.12388539255725,3555,57028476,45.732538893344,52766279,20673908,42.3145781876504,16.578915797915
9/20/2021,Maharashtra,6524498,2583,5.2321555733761,6340723,3836,97.1833082024088,138546,28,2.12347371399301,3557,57164401,45.8415404971933,53277645,21051146,42.7246551724138,16.8814322373697
9/21/2021,Maharashtra,6527629,3131,5.23466639935846,6344744,4021,97.1982935917467,138616,70,2.12352754729167,3557,57307825,45.956555733761,53696818,21360302,43.0608003207699,17.1293520449078
9/22/2021,Maharashtra,6531237,3608,5.23755974338412,6349029,4285,97.2102068873017,138664,48,2.12308939332626,3560,57476142,46.0915332798717,54361465,21803462,43.5937971130714,17.4847329591018
9/23/2021,Maharashtra,6534557,3320,5.24022213311949,6353079,4050,97.2227956692397,138725,61,2.12294421794775,3562,57646515,46.2281595829992,54812576,22108614,43.9555541299118,17.7294418604651
9/24/2021,Maharashtra,6537843,3286,5.2428572574178,6357012,3933,97.2340877564665,138776,51,2.12265727396635,3564,57819385,46.3667882919006,55096837,22368897,44.1835100240577,17.9381692060946
9/25/2021,Maharashtra,6541119,3276,5.24548436246993,6360735,3723,97.2423067062379,138834,58,2.12248087827174,3566,57992010,46.5052205292703,55412765,22690017,44.4368604651163,18.1956832397755
9/26/2021,Maharashtra,6544325,3206,5.24805533279872,6364027,3292,97.2449717885344,138870,36,2.12199119084092,3568,58158000,46.6383319967923,55543151,22783101,44.5414202085004,18.2703295910184
9/27/2021,Maharashtra,6544325,0,5.24805533279872,6364248,221,97.2483487601854,138902,32,2.12248016411165,3569,58286036,46.7410072173216,56168912,23209551,45.0432333600642,18.6123103448276
9/28/2021,Maharashtra,6544606,281,5.24828067361668,6365277,1029,97.2598961648723,138962,60,2.12330581856265,3573,58429804,46.8562983159583,56541838,23567637,45.3422919005614,18.8994683239775
9/29/2021,Maharashtra,6547793,0,5.25083640737771,6368530,0,97.2622378257834,139011,0,2.12302068803947,3577,58884819,47.2211860465116,57091306,23914352,45.7829238171612,19.1775076182839
9/30/2021,Maharashtra,6550856,3063,5.25329270248597,6371728,3198,97.2655787274213,139067,56,2.12288287210099,3577,58739974,47.1050312750601,57633028,24261937,46.2173440256616,19.4562445870088
