date,state,confirmed,new conf,% of infected,recovered,new rec,% of rec,dead,new dead,% of dead,other,tested,% of tested,first dose,second dose,% of first dose,% of second dose
8/20/2021,Uttar Pradesh,1709076,26,0.709160165975104,1685877,23,98.6425998609775,22791,2,1.33352759034706,0,70169980,29.1161742738589,53315030,9834701,22.1224190871369,4.0807887966805
8/21/2021,Uttar Pradesh,1709100,24,0.709170124481328,1685901,24,98.6426189222398,22792,1,1.33356737464162,0,70378196,29.2025709543568,53347031,10092169,22.1356975103734,4.18762199170125
8/22/2021,Uttar Pradesh,1709119,19,0.709178008298755,1685954,53,98.6446233410313,22792,0,1.33355254958841,0,70576097,29.2846875518672,53392600,10097742,22.1546058091286,4.18993443983403
8/23/2021,Uttar Pradesh,1709126,7,0.709180912863071,1685972,18,98.6452724960009,22792,0,1.33354708780979,0,70729377,29.3482892116183,54026148,10201807,22.4174887966805,4.23311493775934
8/24/2021,Uttar Pradesh,1709152,26,0.709191701244813,1686006,34,98.6457611727921,22794,2,1.33364381868903,0,70885900,29.4132365145228,54879964,10343473,22.7717692946058,4.29189751037344
8/25/2021,Uttar Pradesh,1709182,30,0.709204149377593,1686042,36,98.6461359878585,22794,0,1.33362041023133,0,71073105,29.4909149377593,55594890,10487559,23.0684190871369,4.35168423236515
8/26/2021,Uttar Pradesh,1709192,10,0.709208298755187,1686056,14,98.6463779376454,22794,0,1.3336126075947,0,71289637,29.5807622406639,56219796,10627522,23.3277161825726,4.4097601659751
8/27/2021,Uttar Pradesh,1709208,16,0.709214937759336,1686083,27,98.6470341819135,22796,2,1.33371713682595,0,71521631,29.6770253112033,58903342,10948748,24.441220746888,4.5430489626556
8/28/2021,Uttar Pradesh,1709234,26,0.709225726141079,1686128,45,98.6481663716027,22807,11,1.33434041213783,0,71738740,29.767112033195,58903342,10948748,24.441220746888,4.5430489626556
8/29/2021,Uttar Pradesh,1709248,14,0.70923153526971,1686165,37,98.649523065114,22818,11,1.33497304077583,0,71957964,29.8580763485477,59147931,11333234,24.5427099585062,4.7025867219917
8/30/2021,Uttar Pradesh,1709271,23,0.709241078838174,1686182,17,98.6491902103294,22820,2,1.33507208628708,0,72145554,29.9359145228216,60065480,11483906,24.9234356846473,4.76510622406639
8/31/2021,Uttar Pradesh,1709335,64,0.709267634854772,1686256,74,98.6498258094522,22823,3,1.33519760608658,0,72318979,30.0078751037344,61439591,11702670,25.4936062240664,4.85587966804979
9/1/2021,Uttar Pradesh,1709351,16,0.709274273858921,1686276,20,98.6500724543994,22825,2,1.33530211173714,0,72527053,30.0942128630705,62281084,11879444,25.8427734439834,4.92922987551867
9/2/2021,Uttar Pradesh,1709386,35,0.709288796680498,1686287,11,98.648696081517,22841,16,1.33621077977707,0,72749298,30.1864307053942,63688853,12128425,26.4269099585062,5.03254149377593
9/3/2021,Uttar Pradesh,1709401,15,0.709295020746888,1686308,21,98.6490589393595,22854,13,1.33695955483822,0,72986724,30.2849477178423,64651792,12341350,26.8264697095436,5.12089211618257
9/4/2021,Uttar Pradesh,1709427,26,0.709305809128631,1686323,15,98.6484359963894,22854,0,1.33693921998424,0,73218111,30.3809589211618,64755164,12753189,26.8693626556017,5.29177966804979
9/5/2021,Uttar Pradesh,1709445,18,0.709313278008299,1686354,31,98.6492107087388,22856,2,1.33704213940782,0,73453081,30.478456846473,64767451,12766680,26.8744609958506,5.297377593361
9/6/2021,Uttar Pradesh,1709457,12,0.709318257261411,1686369,15,98.6493956852966,22861,5,1.33732524421498,0,73638873,30.5555489626556,67673551,13204584,28.0803116182573,5.47908049792531
9/7/2021,Uttar Pradesh,1709479,22,0.709327385892116,1686389,20,98.6492960720781,22863,2,1.33742502832734,0,73821487,30.631322406639,69001007,13477757,28.6311232365145,5.59243029045643
9/8/2021,Uttar Pradesh,1709494,15,0.709333609958506,1686417,28,98.650068382808,22863,0,1.33741329305631,0,74038991,30.7215730290456,69822355,13670519,28.9719315352697,5.67241452282158
9/9/2021,Uttar Pradesh,1709503,9,0.70933734439834,1686441,24,98.6509529377837,22863,0,1.33740625199254,0,74265099,30.8153937759336,70826725,13893983,29.3886825726141,5.76513817427386
9/10/2021,Uttar Pradesh,1709512,9,0.709341078838174,1686457,16,98.651369513639,22864,1,1.33745770722873,0,74495406,30.910956846473,72068749,14169133,29.9040452282158,5.87930829875519
9/11/2021,Uttar Pradesh,1709526,14,0.709346887966805,1686468,11,98.6512050708793,22874,10,1.33803171171424,0,74713276,31.0013593360996,72239995,14645020,29.975101659751,6.07677178423237
9/12/2021,Uttar Pradesh,1709547,21,0.709355601659751,1686487,19,98.6511046493603,22883,9,1.3385417306456,0,74946515,31.0981390041494,72257443,14659873,29.9823414937759,6.08293485477178
9/13/2021,Uttar Pradesh,1709555,8,0.709358921161826,1686497,10,98.6512279511335,22883,0,1.33853546683201,0,75127089,31.1730659751037,73669266,14969809,30.5681601659751,6.21153900414938
9/14/2021,Uttar Pradesh,1709587,32,0.709372199170125,1686522,25,98.6508437417926,22884,1,1.33856890582345,0,75318532,31.2525029045643,74535619,15236150,30.9276427385892,6.32205394190871
9/15/2021,Uttar Pradesh,1709605,18,0.709379668049793,1686538,16,98.6507409606313,22885,1,1.33861330541265,0,75539758,31.3442979253112,74813403,15365885,31.0429058091286,6.37588589211618
9/16/2021,Uttar Pradesh,1709628,23,0.709389211618257,1686549,11,98.6500572054272,22886,1,1.33865378901141,0,75761230,31.4361950207469,75109310,15514895,31.1656887966805,6.43771576763486
9/17/2021,Uttar Pradesh,1709643,15,0.709395435684647,1686565,16,98.6501275412469,22887,1,1.33870053572588,0,75952672,31.5156315352697,77351323,16153353,32.0959846473029,6.70263609958506
9/18/2021,Uttar Pradesh,1709643,0,0.709395435684647,1686565,0,98.6501275412469,22887,0,1.33870053572588,0,75952672,31.5156315352697,77509869,16643990,32.1617713692946,6.90621991701245
9/19/2021,Uttar Pradesh,1709669,26,0.70940622406639,1686584,19,98.6497386336186,22887,0,1.33868017727408,0,76162907,31.6028659751037,77546189,16663030,32.1768419087137,6.91412033195021
9/20/2021,Uttar Pradesh,1709680,11,0.709410788381743,1686599,15,98.6499812830471,22887,0,1.33867156426934,0,76345649,31.6786925311203,78733864,17084035,32.6696531120332,7.0888112033195
9/21/2021,Uttar Pradesh,1709693,13,0.709416182572614,1686612,13,98.6499915481902,22887,0,1.33866138540662,0,76715960,31.8323485477178,79440480,17389284,32.9628547717842,7.21547053941909
9/22/2021,Uttar Pradesh,1709708,15,0.709422406639004,1686624,12,98.6498279238326,22888,1,1.33870813027722,0,76925212,31.9191751037344,79970763,17634231,33.1828892116183,7.31710829875519
9/23/2021,Uttar Pradesh,1709719,11,0.709426970954357,1686644,20,98.6503630128694,22889,1,1.33875800643264,0,77145197,32.010455186722,80885097,17998110,33.5622809128631,7.46809543568465
9/24/2021,Uttar Pradesh,1709747,28,0.709438589211618,1686668,24,98.6501511627159,22890,1,1.33879457019079,0,77365923,32.1020427385892,81451866,18264565,33.7974547717842,7.57865767634855
9/25/2021,Uttar Pradesh,1709761,14,0.709444398340249,1686694,26,98.6508640681358,22890,0,1.3387836077674,0,77581132,32.1913410788382,81602185,18687479,33.8598278008299,7.75414066390042
9/26/2021,Uttar Pradesh,1709772,11,0.709448962655602,1686706,12,98.6509312352758,22890,0,1.33877499456068,0,77798860,32.2816846473029,81608288,18701290,33.8623601659751,7.75987136929461
9/27/2021,Uttar Pradesh,1709778,6,0.709451452282158,1686712,6,98.650935969465,22890,0,1.33877029649463,0,77968360,32.3520165975104,84271713,19671679,34.9675157676349,8.162522406639
9/28/2021,Uttar Pradesh,1709794,16,0.709458091286307,1686726,14,98.6508316206514,22891,1,1.33881625505763,0,78142992,32.4244780082988,85114937,20101555,35.3174012448133,8.34089419087137
9/29/2021,Uttar Pradesh,1709794,0,0.709458091286307,1686726,0,98.6508316206514,22891,0,1.33881625505763,0,78142992,32.4244780082988,85574378,20372369,35.5080406639004,8.45326514522822
9/30/2021,Uttar Pradesh,1709800,6,0.709460580912863,1686749,23,98.6518306234647,22892,0,1.33887004327992,0,78558222,32.5967726141079,86138105,20706553,35.7419522821577,8.59193070539419
